sl_no,latitude,longitude,elevation_m,slope_degrees
48,24.96,92.7,42.0,4.857533338413092
49,24.96,92.7,42.0,4.857533338413092
50,24.96,92.95,140.0,13.421509132977462
51,24.96,92.66,39.0,10.999158271052183
52,24.96,92.66,39.0,10.999158271052183
53,24.96,92.98,60.0,29.927479327463576
54,24.97,92.76,24.0,3.931095784160226
55,24.97,92.72,57.0,4.763641690726178
56,24.97,92.72,57.0,4.763641690726178
57,24.97,92.72,57.0,4.763641690726178
58,24.97228,93.03289,157.0,2.1342998941463125
59,24.97692,93.033,184.0,18.370345512861498
61,24.98,92.75,32.0,5.710593137499643
62,24.98,92.96,166.0,27.226347381898258
63,24.98,92.72,37.0,1.3502244696996157
64,24.99,92.6,84.0,0.0
65,24.99,92.45,18.0,0.9548412538721887
66,24.99,92.75,152.0,21.954998832237578
67,24.993,93.161583,189.0,20.155422119735228
68,24.99561,93.16261,203.0,29.195082782485805
69,25.0,92.43,22.0,7.594643368591445
70,25.003,93.164,211.0,19.47122063449069
72,25.01,92.75,40.0,1.9091524329963763
73,25.01,92.75,40.0,1.9091524329963763
74,25.01,92.75,40.0,1.9091524329963763
75,25.01,92.73,100.0,27.017123217850244
79,25.02,92.52,83.0,2.1342998941463125
80,25.02,92.52,83.0,2.1342998941463125
87,25.037203,92.450339,211.0,42.850890051218336
93,25.04783,92.78931,95.0,29.85463927845754
101,25.061375,92.795906,271.0,24.862123938667224
103,25.061847,92.79345,354.0,52.756999244167076
104,25.063378,92.795536,283.0,15.503408837548553
106,25.07,93.29,335.0,9.462322208025618
107,25.072636,92.794514,469.0,37.53490600791178
109,25.078935,92.95379,1081.0,23.397741000263863
110,25.088389,92.958944,965.0,22.140679470491683
111,25.1,93.28,909.0,11.904688112848122
112,25.1,93.28,909.0,11.904688112848122
113,25.1,93.28,909.0,11.904688112848122
114,25.10275,92.986944,612.0,29.020515817031367
115,25.10292,92.986883,603.0,22.290970374758974
117,25.106,93.001,677.0,36.59594159662962
118,25.106956,92.991363,576.0,20.80971857959822
119,25.107,93.002,604.0,24.634322367669885
121,25.108,93.003,538.0,13.134022306396323
123,25.108806,92.975139,367.0,18.174763056324142
126,25.11286,92.87756,230.0,22.07341542334565
128,25.118,93.014,621.0,15.042369244334246
129,25.119,93.017,724.0,20.07880037349212
130,25.119,93.018,750.0,21.954998832237578
131,25.12,93.02,750.0,24.38870074689113
132,25.121,92.915028,306.0,18.370345512861498
136,25.123,93.033,665.0,46.22672695924065
137,25.124306,92.904278,283.0,21.33126583595921
138,25.124583,92.989111,526.0,20.212632236452095
139,25.12906,92.97418,720.0,29.506862217331054
140,25.13,93.27,547.0,28.037600489728426
141,25.13,93.29,989.0,33.723089453168576
143,25.134472,93.018972,757.0,11.795709540896548
144,25.135,93.04,622.0,13.640311227766057
151,25.139,93.025,610.0,12.772578169490426
152,25.139,93.025,610.0,12.772578169490426
154,25.139611,93.019556,741.0,18.96231828867539
155,25.14,93.31,1060.0,24.475819581509896
156,25.14,93.3,1188.0,25.03089023333195
157,25.140417,93.020389,732.0,28.002640063185417
160,25.145,93.158,1294.0,17.752790161946685
161,25.14525,93.029167,542.0,27.5172599283964
162,25.145861,93.024194,704.0,17.571258778322424
163,25.146306,93.942167,1287.0,14.763132623631552
164,25.146778,93.030972,483.0,22.22435314380804
165,25.148722,93.031917,451.0,29.833768779920437
166,25.15,93.37,975.0,34.543363929709116
167,25.150694,93.025833,672.0,15.81919394750014
168,25.155,93.067,515.0,21.31357434104547
169,25.155,93.067,515.0,21.31357434104547
170,25.155,93.073,600.0,7.6530487205434135
171,25.155611,93.022222,617.0,17.752790161946685
172,25.155722,93.022778,613.0,27.32389130134654
173,25.156,93.018,599.0,16.527811501531776
174,25.156389,93.018389,614.0,17.775317038209
175,25.156583,93.019611,624.0,23.428692808745403
176,25.156694,93.017667,616.0,31.051293565952417
179,25.157139,93.017194,651.0,34.730518200788445
180,25.157361,93.016083,641.0,27.791305644779218
181,25.159333,93.017,685.0,7.2338446967252255
182,25.163444,93.023167,557.0,18.96231828867539
183,25.164,93.040194,450.0,17.93200256558677
184,25.165639,93.025444,516.0,13.03657849691309
185,25.169,93.155,960.0,12.53638838286113
186,25.169,93.156,956.0,7.416536974278209
187,25.17,93.36,1165.0,52.732601307509306
188,25.17,93.29,705.0,34.730518200788445
189,25.171889,93.003944,741.0,11.976725812374069
190,25.175056,93.020417,574.0,24.22774531795417
191,25.175972,93.020167,590.0,27.078936947526696
192,25.176389,93.116139,564.0,15.36952380130432
193,25.176917,93.026556,452.0,25.197913740371355
194,25.177028,93.020889,571.0,8.735690934280582
195,25.1775,93.026222,484.0,15.922779458176539
196,25.179861,93.070778,512.0,4.763641690726178
197,25.18,93.33,868.0,23.930893411419156
198,25.18,93.3,880.0,28.485468456722128
199,25.18,93.3,880.0,28.485468456722128
200,25.18,93.3,880.0,28.485468456722128
201,25.184528,93.125639,630.0,15.36952380130432
203,25.18725,93.120556,650.0,11.348119585994185
205,25.188444,93.019667,522.0,27.17735741799749
206,25.189,93.192,802.0,12.04828213833979
207,25.189,93.226,1462.0,21.31357434104547
208,25.189556,93.096417,535.0,24.591248866909307
209,25.19,93.191,800.0,10.759583898850556
210,25.19,93.3,731.0,30.297100641022165
211,25.19,93.3,731.0,30.297100641022165
212,25.19,93.3,731.0,30.297100641022165
214,25.193083,93.120417,657.0,11.795709540896548
215,25.196694,93.018583,453.0,23.021526638116164
216,25.199722,93.016722,418.0,28.084099366691156
217,25.2,93.25,1193.0,20.155422119735228
218,25.2,93.25,1193.0,20.155422119735228
220,25.204,93.059,574.0,12.638224684699054
221,25.204556,93.138889,602.0,17.03574212804197
222,25.205,93.059,575.0,11.499465999742787
223,25.205,93.008,386.0,14.621143938770764
224,25.205528,93.020139,346.0,17.387333467314576
226,25.207389,93.122778,683.0,15.288517970232027
228,25.21,93.25,1210.0,20.097992628721148
229,25.21,93.31,870.0,22.40687120493745
230,25.21,93.31,870.0,22.40687120493745
231,25.214944,93.021611,618.0,20.699546585586496
232,25.216881,92.982245,666.0,6.853224835121291
233,25.216944,93.011361,484.0,36.16893488396254
234,25.2185,93.013111,494.0,32.10351627298505
235,25.22,93.29,884.0,1.9091524329963763
236,25.22,93.29,884.0,1.9091524329963763
237,25.22,93.34,1295.0,19.47122063449069
238,25.22,93.34,1295.0,19.47122063449069
239,25.22,93.35,1173.0,28.855167513744334
240,25.22,93.32,974.0,12.638224684699054
241,25.22,93.29,884.0,1.9091524329963763
242,25.224278,93.222861,619.0,10.430760195064721
243,25.229556,93.1556,466.0,18.305448954250746
244,25.23,93.34,1303.0,25.809367457705076
245,25.23,93.29,949.0,21.135527342306382
246,25.238045,92.801279,1272.0,5.710593137499643
247,25.24,93.28,959.0,15.845167180271268
248,25.24,93.27,1086.0,20.991582376941242
249,25.24,93.27,1086.0,20.991582376941242
251,25.257696,92.809603,1174.0,13.421509132977462
252,25.263528,93.390611,837.0,27.613098503754813
253,25.264056,93.409528,861.0,28.25731168850377
254,25.278472,93.252972,860.0,23.021526638116164
255,25.278917,93.253194,880.0,28.002640063185417
256,25.282861,93.296111,754.0,31.809663934881115
257,25.290089,92.799175,1084.0,10.759583898850556
258,25.308028,93.471028,1594.0,25.34952033151192
259,25.309111,93.470694,1597.0,16.723558006484023
260,25.320232,92.818091,1019.0,7.825525624597575
261,25.323731,92.80751,1061.0,4.044691235386269
262,25.328139,93.334056,553.0,13.326469949385988
263,25.332083,93.334639,549.0,24.904481044556743
264,25.336054,92.82053,1018.0,7.2338446967252255
265,25.362583,93.257722,389.0,15.042369244334244
266,25.369972,93.260306,371.0,21.260377126997213
267,25.387,93.12,319.0,18.96231828867539
268,25.394111,93.410417,509.0,21.954998832237578
269,25.395431,92.990267,399.0,20.699546585586496
270,25.398083,93.297528,354.0,13.16632060042364
271,25.402333,93.407583,497.0,18.434948822922014
272,25.402472,93.390444,462.0,30.297100641022165
273,25.4025,93.392194,454.0,21.80140948635181
276,25.405,93.372194,434.0,9.321835749415003
277,25.40837,92.82826,895.0,21.869859308909426
278,25.408497,93.283436,288.0,11.038532615965034
279,25.410611,93.284,283.0,15.042369244334244
280,25.416056,93.284222,276.0,18.174763056324142
281,25.41616,92.778653,962.0,7.2338446967252255
282,25.417333,93.129083,387.0,3.016961309815993
283,25.417528,93.372528,406.0,12.225122675735754
284,25.42,93.002,277.0,2.862405226111748
285,25.420278,93.371306,406.0,8.735690934280582
286,25.420806,93.371056,393.0,12.260147486012336
287,25.421333,93.370361,391.0,4.857533338413092
288,25.422535,92.989119,210.0,7.825525624597575
289,25.423438,92.985022,256.0,20.846265656650555
290,25.423806,93.369722,396.0,10.176527410054078
291,25.423861,93.369417,399.0,14.959246786437891
292,25.424,93.0,243.0,22.373844274024943
293,25.4255,93.363944,384.0,12.260147486012336
294,25.425611,93.364444,391.0,12.772578169490426
295,25.428597,93.312597,370.0,7.2338446967252255
296,25.433903,93.328944,423.0,17.66231893216494
297,25.434031,92.885056,632.0,10.759583898850556
298,25.435639,93.405944,409.0,13.262676008304846
299,25.435917,93.455944,468.0,13.262676008304846
300,25.4365,93.402333,376.0,13.069151942759
301,25.436528,93.4065,390.0,17.5484006137923
302,25.436639,93.405917,388.0,17.775317038209
303,25.436694,93.402944,372.0,7.416536974278209
304,25.436861,93.404583,385.0,18.64821573021375
305,25.436972,93.454111,472.0,15.845167180271268
306,25.437111,93.403639,374.0,5.788832299437198
307,25.4375,93.404444,376.0,2.862405226111748
308,25.437722,93.349889,393.0,7.825525624597575
309,25.438694,93.362583,373.0,14.959246786437891
310,25.438723,92.912025,561.0,21.419418908984124
311,25.439372,93.354197,397.0,12.772578169490426
312,25.441734,92.892033,618.0,9.462322208025618
313,25.441757,92.907383,574.0,15.288517970232027
314,25.443082,92.989873,300.0,13.069151942759
315,25.443417,93.421444,416.0,15.99993592924168
316,25.443639,93.431444,451.0,4.262693045214654
317,25.443861,93.426222,429.0,24.22774531795417
318,25.443972,93.422778,410.0,27.238572082130066
319,25.444028,93.4265,418.0,19.689673297252913
320,25.444167,93.425528,416.0,26.126317264569018
321,25.444194,93.424694,414.0,27.33604368814356
322,25.444306,93.423944,400.0,13.262676008304846
323,25.446056,93.408583,401.0,19.787913812706314
324,25.447528,93.364417,387.0,33.66525729241905
325,25.449056,93.370861,427.0,18.96231828867539
326,25.452278,93.394333,420.0,5.788832299437198
327,25.453167,93.394667,414.0,12.260147486012336
328,25.453528,93.371194,440.0,19.370844026969944
329,25.453611,93.371389,440.0,22.636129876883253
330,25.454083,93.375972,415.0,15.503408837548553
331,25.455333,93.374472,424.0,17.03574212804197
332,25.462361,93.384306,425.0,21.31357434104547
333,25.50669,93.10536,210.0,0.9548412538721887
334,25.513567,92.784825,323.0,11.348119585994183
335,25.51402,92.765435,486.0,11.038532615965034
336,25.569,92.71653,595.0,25.915703593185818
337,25.57994,92.72822,446.0,16.723558006484023
338,25.61092,93.09178,238.0,0.9548412538721887
339,25.64897,93.12083,346.0,23.628423517864427
340,25.65167,93.12083,357.0,14.592550602033427
341,25.65792,93.11811,357.0,8.735690934280582
342,25.65839,93.11808,353.0,11.499465999742787
343,25.67153,93.11522,332.0,13.421509132977462
344,25.72486,93.131083,160.0,19.787913812706314
345,25.72561,93.13075,160.0,18.370345512861498
346,25.75933,92.52258,713.0,13.326469949385988
347,25.79,91.24,781.0,3.4389123953782974
348,25.79939,92.52653,622.0,15.99993592924168
349,25.809417,92.474833,724.0,37.038767555809535
350,25.81044,93.58616,200.0,3.4389123953782974
351,25.81175,92.55003,510.0,24.74862531519583
352,25.812,92.55069,505.0,28.222814437179903
353,25.81236,92.55156,493.0,16.69924423399362
354,25.81428,92.55422,484.0,18.87922133905067
355,25.81542,92.5535,470.0,12.260147486012336
356,25.81678,92.71878,205.0,10.046788047511114
357,25.81689,92.71744,214.0,16.796238729882134
358,25.81756,93.10886,223.0,9.462322208025618
359,25.81806,92.74872,245.0,21.971970836813973
360,25.82108,92.544,457.0,7.6530487205434135
361,25.822458,92.546381,481.0,12.04828213833979
362,25.82522,93.4243,190.0,7.6530487205434135
363,25.82528,92.54775,465.0,11.499465999742787
364,25.82769,92.55658,466.0,15.06995574963759
365,25.83128,93.45257,196.0,30.588958163975438
366,25.84,91.35,79.0,17.594079543115168
367,25.84152,93.45138,196.0,17.5484006137923
368,25.84267,93.45244,190.0,15.288517970232027
369,25.84444,93.45331,200.0,15.179705807856672
370,25.84494,92.61514,322.0,8.984876931685683
371,25.84512,93.56682,260.0,8.530765609948133
372,25.84516,93.68408,185.0,7.416536974278209
373,25.84541,93.68312,177.0,11.038532615965034
374,25.8465,93.687,172.0,15.36952380130432
375,25.84782,93.70174,158.0,9.870926939134982
376,25.84875,92.68328,477.0,27.5172599283964
377,25.84967,92.69042,461.0,20.07880037349212
378,25.84992,92.69072,459.0,21.835672195716146
379,25.85072,93.56682,250.0,9.508656426564368
380,25.8515,92.69203,464.0,20.80971857959822
381,25.85167,92.58089,465.0,23.765245108071557
382,25.85189,93.56633,249.0,4.262693045214654
383,25.85487,93.56583,246.0,18.520635899770767
384,25.85498,93.56638,249.0,24.359555875506427
385,25.85544,92.57369,443.0,8.935631425418535
386,25.85992,92.72558,147.0,21.83567219571615
387,25.864186,92.571047,508.0,23.567234622032583
388,25.86958,92.59411,445.0,18.96231828867539
389,25.88494,93.45792,194.0,1.9091524329963763
390,25.88692,92.61347,440.0,17.842681707487124
391,25.90653,92.65819,273.0,18.77467605427877
392,25.90692,92.64714,321.0,17.083143246452856
393,25.91,91.4,60.0,1.3502244696996157
395,25.946611,92.305361,572.0,15.793169048263966
396,25.95,91.28,68.0,4.763641690726178
397,25.95381,92.60444,309.0,21.971970836813973
398,25.95386,92.60367,308.0,21.971970836813973
400,25.95931,92.51753,102.0,28.084099366691156
401,25.96094,92.60122,138.0,17.775317038209
402,25.961444,92.341333,555.0,6.091478002079769
405,25.965731,92.59267,115.0,18.305448954250746
406,25.96667,92.356917,670.0,12.364552990274646
407,25.968083,92.3575,646.0,28.257311688503773
408,25.977194,92.354778,572.0,15.179705807856672
409,25.98219,92.51892,100.0,16.72355800648402
411,26.006,90.595,53.0,1.9091524329963763
412,26.012,92.264167,384.0,30.378128880975513
413,26.013528,92.266083,358.0,23.069045509039658
414,26.016389,92.48225,240.0,26.577778623734844
415,26.022833,92.274028,283.0,20.097992628721148
416,26.024167,92.475,222.0,20.07880037349212
417,26.030972,92.474139,231.0,11.038532615965034
418,26.031528,92.472778,259.0,23.490416068641593
419,26.031583,92.47375,264.0,23.628423517864427
420,26.03275,92.271861,168.0,27.360321545332805
421,26.033556,92.468056,280.0,23.195068590140778
422,26.035278,92.470861,271.0,20.973493421320807
423,26.036583,92.273056,201.0,14.763132623631552
424,26.039194,92.4595,314.0,25.14243049054343
425,26.039361,92.273806,155.0,16.253917058152773
426,26.0405,92.0355,235.0,5.5507182121273235
427,26.042139,92.27525,145.0,24.242444512172106
428,26.043267,92.055531,247.0,14.15548761586253
429,26.043583,92.440528,444.0,34.417388710441564
430,26.043583,92.452222,343.0,17.29444852858009
431,26.043611,92.440944,445.0,30.347789794448904
432,26.043722,92.441472,443.0,26.360054096082706
433,26.045472,92.457417,364.0,12.364552990274646
434,26.045806,92.450778,419.0,28.553305000609424
435,26.048611,92.432194,438.0,15.36952380130432
436,26.050286,91.880072,73.0,11.461836902818336
437,26.056083,93.406528,220.0,25.197913740371355
438,26.058972,93.406972,335.0,10.430760195064721
439,26.061,90.605,64.0,14.931417178137552
440,26.061861,92.147889,110.0,22.373844274024943
441,26.0641,91.889136,79.0,20.097992628721148
442,26.065167,92.150639,102.0,22.61986494804043
443,26.071556,91.734028,304.0,16.72355800648402
444,26.077653,91.982292,190.0,18.262020066776483
445,26.077806,92.170389,79.0,8.049466975528398
446,26.077844,92.035022,217.0,8.735690934280582
447,26.080139,92.032667,199.0,3.016961309815993
448,26.083972,92.14525,76.0,13.915808695897175
449,26.094578,92.135144,85.0,15.042369244334246
450,26.096722,92.43875,346.0,26.20460176321736
451,26.097986,91.980589,92.0,23.3822424378352
452,26.098167,91.881278,83.0,4.857533338413092
453,26.098222,92.439389,344.0,24.359555875506427
455,26.101333,92.440556,331.0,10.046788047511114
456,26.10175,92.040222,82.0,16.051123667414398
457,26.102167,92.440472,314.0,14.036243467926479
458,26.102333,92.4415,313.0,16.69924423399362
459,26.102667,92.441639,302.0,21.260377126997216
460,26.102944,91.862111,151.0,25.88918455713453
461,26.103028,92.440889,310.0,14.273571375658685
462,26.105667,92.441,275.0,24.634322367669885
463,26.105806,91.62275,64.0,18.87922133905067
465,26.10725,92.44,256.0,22.090258704050036
466,26.107667,92.44003,243.0,13.824682316158707
467,26.108417,92.440222,247.0,15.06995574963759
468,26.109222,91.939,75.0,21.47206914335925
469,26.11,94.76,1005.0,23.428692808745403
470,26.110056,91.908944,101.0,11.904688112848122
471,26.110139,92.439333,228.0,24.094842552110705
473,26.112083,92.091028,71.0,11.461836902818336
474,26.112667,91.853889,188.0,25.8493248967401
475,26.113639,92.441222,203.0,15.609525869125669
476,26.115139,91.837833,144.0,7.6530487205434135
477,26.116972,92.440083,173.0,16.428860704621638
478,26.117111,92.441028,184.0,21.938008256074177
479,26.117417,92.438667,162.0,3.4389123953782974
480,26.118167,92.440944,180.0,20.097992628721148
481,26.119417,92.439972,162.0,21.260377126997213
482,26.121056,91.716389,65.0,7.6530487205434135
483,26.129583,91.938306,98.0,13.824682316158707
484,26.13222,91.83972,78.0,4.857533338413092
485,26.13442,91.7501,92.0,10.555380466061173
486,26.13611,91.74056,86.0,26.360054096082706
487,26.149444,91.748,136.0,24.461332518771652
488,26.1505375,91.72798139,76.0,17.387333467314576
489,26.153556,92.038694,87.0,14.036243467926479
490,26.15428,91.79264,78.0,7.653048720543413
491,26.15461,91.80086,79.0,7.2338446967252255
492,26.15478,91.77411,105.0,12.364552990274646
493,26.155,91.798167,86.0,14.036243467926479
494,26.158639,91.921889,119.0,3.016961309815993
495,26.159139,91.915583,101.0,16.796238729882134
496,26.159333,91.917611,106.0,10.759583898850556
497,26.1625,91.71444,71.0,13.262676008304846
498,26.166583,91.714806,128.0,24.932657538079724
499,26.171972,92.002611,80.0,6.0172848640320336
500,26.172917,92.762778,105.0,18.64821573021375
501,26.1755,91.76175,62.0,6.654425046006596
502,26.17672,91.78672,85.0,27.372447043216628
503,26.17672,91.76525,87.0,17.5484006137923
504,26.17756,91.76589,96.0,17.29444852858009
505,26.17806,91.76083,61.0,13.16632060042364
506,26.18842,91.85125,96.0,30.103052462896233
507,26.18867,91.76694,111.0,9.73677691573277
508,26.18917,91.80111,80.0,14.302914425322811
509,26.189306,91.787944,70.0,9.508656426564368
510,26.1895,91.787167,70.0,12.225122675735753
511,26.19025,91.806472,84.0,17.571258778322424
512,26.190389,91.809944,94.0,21.86985930890943
513,26.19081,91.84528,67.0,22.423358559286118
514,26.191667,91.803611,84.0,14.535165207979569
515,26.19167,91.79028,91.0,14.763132623631552
516,26.192444,91.764222,101.0,14.066164922222868
517,26.195306,91.765639,85.0,6.853224835121291
518,26.195528,91.780556,165.0,18.94158858012096
519,26.19622,91.76336,90.0,4.857533338413092
520,26.198,90.298,45.0,14.931417178137552
521,26.20261,91.14528,39.0,6.379370208442804
522,26.20536,91.86497,69.0,15.042369244334246
523,26.205583,91.963222,70.0,14.15548761586253
524,26.211111,91.684167,65.0,15.42324502154344
525,26.250333,91.976694,70.0,19.188418756936425
526,26.256139,91.711583,82.0,18.64821573021375
527,26.297306,93.211833,151.0,20.07880037349212
528,26.297778,93.211111,142.0,25.675463214971884
529,26.298389,93.21625,188.0,17.03574212804197
530,26.302944,93.225389,255.0,15.042369244334244
531,26.303333,93.225694,262.0,5.788832299437198
532,26.307972,93.275722,435.0,3.931095784160226
533,26.314847,93.256125,386.0,10.046788047511114
534,26.314964,93.256408,384.0,14.506372352544124
535,26.323083,93.093167,99.0,23.444146119861458
536,26.32685,93.267639,319.0,10.555380466061171
537,26.3287,93.269194,328.0,20.80971857959822
538,26.339833,93.099972,360.0,20.991582376941242
539,26.34075,93.78861,253.0,15.896959679954522
540,26.3466,93.7356,190.0,17.456590925928477
541,26.347417,93.2982,309.0,2.1342998941463125
542,26.3477,93.7399,202.0,30.77741947322608
543,26.3478,93.7417,209.0,37.19921925289739
544,26.34838,93.78208,235.0,8.582483688827132
545,26.34938,93.78091,235.0,11.038532615965034
546,26.35622,93.77941,193.0,17.224372940700082
547,26.3733,90.5499,59.0,14.273571375658685
548,26.37456,91.84561,61.0,4.262693045214654
549,26.3848,90.5943,121.0,47.03134321771491
550,26.394,90.48,56.0,10.555380466061173
551,26.483278,93.181306,169.0,11.499465999742787
552,26.51925,93.47147,158.0,14.273571375658685
553,26.5235,93.28166,108.0,27.432940772267944
554,26.54,94.37,187.0,7.594643368591445
555,26.54,94.37,187.0,7.594643368591445
556,26.54,94.37,187.0,7.594643368591445
557,26.55,94.36,171.0,4.857533338413092
558,26.55,94.36,171.0,4.857533338413092
559,26.55,94.36,171.0,4.857533338413092
560,26.55,94.36,171.0,4.857533338413092
561,26.56,94.36,196.0,8.530765609948133
562,26.56,94.36,196.0,8.530765609948133
563,26.56,94.36,196.0,8.530765609948133
564,26.56,94.36,196.0,8.530765609948133
565,26.56,94.36,196.0,8.530765609948133
566,26.56,94.36,196.0,8.530765609948133
567,26.56111,93.04925,114.0,26.126317264569018
568,26.56252,93.05658,92.0,0.9548412538721887
569,26.57,94.35,183.0,11.461836902818336
570,26.57411,93.09811,89.0,15.06995574963759
572,26.57447,93.66297,197.0,7.2338446967252255
573,26.57455,93.11244,117.0,33.05825736162379
574,26.57455,93.11244,117.0,33.05825736162379
576,26.57708,93.65836,202.0,17.01197993242201
577,26.57719,93.10008,75.0,1.3502244696996157
578,26.58,94.35,217.0,17.083143246452856
579,26.58,94.35,217.0,17.083143246452856
580,26.59011,93.57466,129.0,7.416536974278209
581,26.59041,93.47616,124.0,9.870926939134982
582,26.59416,93.547361,162.0,12.364552990274646
583,26.6,94.34,139.0,2.862405226111748
584,26.6,94.35,185.0,9.73677691573277
585,26.6,94.35,185.0,9.73677691573277
586,26.6,94.35,185.0,9.73677691573277
587,26.60275,93.48408,114.0,3.016961309815993
588,26.60358,93.481,106.0,15.609525869125669
589,26.88969,92.12266,261.0,47.2228541808757
590,26.89074,92.12068,228.0,42.850890051218336
591,26.9174,92.77163,110.0,5.128711509483252
592,26.92013,92.75994,128.0,3.8140748342903543
593,26.92088,92.75933,140.0,11.348119585994185
594,26.92216,92.7678,139.0,11.386165083355712
595,26.9231,92.76755,154.0,13.515781057664528
596,26.92666,92.73966,156.0,23.3822424378352
597,26.93362,92.70757,137.0,9.508656426564368
598,26.93438,92.729,154.0,8.935631425418535
599,26.9358,92.70369,125.0,3.931095784160226
600,26.93586,92.70441,143.0,17.93200256558677
601,26.93597,92.70455,143.0,17.93200256558677
602,26.93641,92.70308,130.0,5.5507182121273235
603,26.93819,92.70402,133.0,9.73677691573277
604,26.93855,92.70336,136.0,8.735690934280582
605,26.94755,93.257521,125.0,14.959246786437891
606,26.9498,93.45291,182.0,31.660751096636602
607,26.95052,93.45136,177.0,10.046788047511114
608,26.95266,93.44166,154.0,15.042369244334246
609,26.9693,92.634,140.0,10.21937711459359
610,26.97013,92.63363,140.0,14.302914425322811
611,26.97041,92.63436,130.0,3.016961309815993
612,26.972889,92.632833,134.0,6.379370208442804
613,25.15398187,93.02361022,611.0,19.689673297252913
614,26.11464,91.83886,175.0,17.775317038209
615,26.19044,91.77502,109.0,10.555380466061173
616,24.57257,92.70357,65.0,9.73677691573277
617,24.57235,92.70536,66.0,10.046788047511114
618,24.58585,92.70274,53.0,10.430760195064721
619,24.96756,92.74392,34.0,14.273571375658685
620,24.95794,92.73201,43.0,8.47871314708616
621,24.95054,92.731458,46.0,16.601549599020238
622,24.94756,92.73097,61.0,20.80971857959822
623,25.16736,93.00953,630.0,19.370844026969944
624,25.16023,93.01084,591.0,20.43931757325825
625,25.162389,93.010222,591.0,17.03574212804197
626,25.1625278,93.0103333,591.0,17.03574212804197
627,25.162472,93.01044,599.0,12.604382648379184
628,25.17175,93.00726,728.0,17.752790161946685
629,25.16649,93.01092,648.0,32.401162502089626
630,25.170194,93.007389,700.0,13.915808695897175
631,25.17144,93.005694,698.0,9.64622531297678
632,25.16579,93.00948,581.0,17.752790161946685
633,25.15859,93.01292,586.0,13.915808695897175
634,26.13441667,91.74875,107.0,7.2338446967252255
635,26.15461111,91.80086111,79.0,7.2338446967252255
637,26.09961111,91.87811111,86.0,9.508656426564368
638,26.14944444,91.748,136.0,24.461332518771652
639,26.16658333,91.71480556,128.0,24.932657538079724
640,25.15556,93.021583,610.0,10.21937711459359
641,25.156483,93.018367,614.0,17.775317038209
642,25.158138,93.024778,543.0,6.91817481667161
643,25.24194444,93.14319444,624.0,22.61986494804043
644,25.41733333,93.12908333,387.0,3.016961309815993
645,25.17044,93.025325,469.0,21.18915910142139
646,25.171264,93.020014,643.0,24.242444512172106
647,25.16804,93.02503,485.0,21.045720884075834
648,25.178006,93.022825,527.0,14.15548761586253
649,25.168083,93.024922,485.0,21.045720884075834
650,25.27480556,93.14555556,497.0,15.06995574963759
651,25.18955556,93.09641667,535.0,24.591248866909307
652,25.1638056,93.010861,596.0,24.38870074689113
653,25.175,93.01967,646.0,23.3822424378352
654,26.19552778,91.78055556,165.0,18.94158858012096
655,25.17483,93.019861,650.0,31.060991342684076
656,25.1568056,93.019722,638.0,28.280269845499703
657,25.156833,93.017694,637.0,38.5746628389258
658,25.1565,93.0151,589.0,15.06995574963759
659,25.15667,93.01275,564.0,12.260147486012336
660,25.16367,93.02478,520.0,9.508656426564368
661,25.16649,93.02289,558.0,18.96231828867539
