latitude,longitude,event_date,historical_landslide
27.264254,92.09915,2024-05-29,0
27.164915,94.216009,2023-07-28,0
27.462709,92.421925,2022-09-30,0
28.638706,95.157057,2022-05-15,0
24.5723,93.529338,2025-06-15,0
28.11538,97.170783,2024-05-28,0
23.19849,92.882414,2024-08-13,0
28.331528,94.815007,2023-09-12,0
26.361025,90.29661,2024-05-28,0
25.628396,94.306306,2024-05-28,0
25.345325,91.418912,2009-07-01,0
25.909065,94.280363,2024-07-02,0
24.458634,92.241221,2024-06-01,0
26.646084,90.889514,2026-05-30,0
25.820957,94.119182,2025-06-01,0
26.609935,92.088514,2007-07-17,0
26.217541,93.061465,2024-05-28,0
27.535831,93.812493,2021-04-28,0
27.518076,91.786095,2024-07-02,0
28.487773,94.158653,2023-08-10,0
27.955653,93.310498,2018-05-18,0
25.890612,92.0457,2024-06-07,0
27.820091,97.115108,2016-05-22,0
26.917221,93.766913,2025-06-01,0
27.645255,91.923106,2024-05-28,0
26.305898,92.79322,2024-06-12,0
27.012906,92.563507,2024-05-28,0
27.631649,88.390532,2024-05-28,0
27.971594,88.729488,2024-06-28,0
28.083943,95.558176,2024-05-28,0
23.876389,93.346398,2016-05-17,0
23.92703,94.152119,2024-08-25,0
23.414603,91.573296,2022-06-17,0
23.345869,91.528557,2024-08-13,0
25.168349,93.154747,2016-05-22,0
25.944543,91.53376,2024-07-09,0
25.722888,91.148096,2025-05-31,0
27.141419,92.851021,2016-05-22,0
28.264937,95.974532,2024-05-28,0
27.217694,93.566993,2025-01-19,0
27.534105,96.374007,2024-05-28,0
28.059464,97.098106,2022-05-14,0
28.327295,94.319193,2014-09-22,0
24.36059,93.005262,2020-06-02,0
27.89953,88.423202,2024-05-28,0
25.170488,91.480817,2024-07-02,0
27.149139,95.550149,2013-08-18,0
24.879842,94.651242,2024-07-07,0
27.705526,94.660517,2016-07-14,0
28.71238,94.164135,2020-06-02,0
26.575967,92.36669,2025-05-31,0
25.745227,93.314899,2024-10-07,0
25.981654,91.936586,2025-06-02,0
25.281027,92.066343,2024-05-28,0
27.42307,92.718578,2024-05-28,0
27.996196,93.085517,2025-06-01,0
26.914966,92.610118,2024-05-28,0
26.804087,92.84772,2024-05-28,0
26.399713,92.317463,2007-09-07,0
25.788967,90.232556,2025-05-30,0
26.784301,94.537906,2025-07-07,0
26.795908,95.354246,2019-07-16,0
27.010518,93.154722,2007-08-12,0
26.529789,91.622357,2025-06-01,0
26.455643,93.214573,2025-06-01,0
26.42718,94.584889,2016-05-22,0
25.694809,91.208657,2025-07-31,0
25.456659,90.851103,2024-05-28,0
25.770189,94.155492,2019-06-27,0
25.826312,94.555343,2025-06-01,0
27.592414,93.848399,2021-08-23,0
28.794697,95.27175,2025-06-01,0
26.784905,92.349214,2025-06-25,0
26.863531,92.554523,2025-06-01,0
25.581621,92.623774,2007-07-25,0
26.166236,94.118349,2016-07-01,0
28.42937,93.659441,2025-06-01,0
24.686894,94.257312,2024-05-28,0
25.675447,89.949889,2025-07-06,0
28.130256,97.031184,2016-05-22,0
27.509414,95.905712,2009-07-01,0
27.21669,95.132797,2025-07-07,0
23.64605,91.197694,2024-07-02,0
25.540839,92.911584,2024-05-28,0
29.035075,94.632377,2024-07-01,0
25.880601,90.032445,2024-07-02,0
26.357941,94.362581,2025-06-01,0
27.286547,93.06638,2024-07-02,0
25.958958,90.361444,2024-05-28,0
23.983639,91.873351,2024-05-28,0
24.92371,92.897921,2020-02-02,0
29.083635,94.769225,2024-07-06,0
25.80429,91.356515,2025-06-01,0
26.503588,92.398243,2025-06-01,0
25.835309,93.083196,2023-09-17,0
23.367151,92.987295,2024-07-02,0
25.693512,92.304079,2021-06-06,0
27.439583,94.008614,2024-05-28,0
26.574001,91.689929,2016-04-23,0
25.386766,91.422419,2008-08-02,0
28.885165,95.777255,2024-05-28,0
25.481597,93.976119,2025-05-31,0
24.191555,93.427035,2022-06-15,0
28.538464,94.756165,2020-05-26,0
28.138701,94.672009,2016-05-22,0
24.831526,92.964362,2025-06-01,0
26.53003,93.012103,2024-07-02,0
27.351685,88.23069,2025-06-01,0
27.421331,94.942175,2022-10-10,0
26.047447,90.302822,2018-06-14,0
25.53996,91.670479,2025-05-31,0
23.163641,91.574205,2025-09-13,0
25.28964,91.667764,2020-07-12,0
24.154808,92.333056,2025-05-29,0
25.308231,93.281501,2024-05-28,0
28.230479,95.548263,2024-05-28,0
26.382869,94.934732,2024-07-07,0
26.043355,90.963826,2025-06-02,0
29.08798,96.066471,2024-08-08,0
26.340854,91.844166,2024-09-12,0
28.863375,94.530637,2024-05-28,0
27.899078,95.894281,2026-03-16,0
25.980953,92.376744,2007-08-28,0
23.507404,93.049958,2025-06-01,0
27.920247,93.660555,2024-05-28,0
25.346183,92.740806,2024-08-13,0
28.783147,96.507509,2025-05-31,0
25.33057,92.924809,2024-07-02,0
26.714971,91.422735,2022-05-15,0
24.370533,92.718103,2022-10-02,0
26.177945,93.310551,2025-05-31,0
26.073833,94.64407,2025-06-02,0
25.654682,93.693154,2024-05-28,0
27.800086,95.227295,2007-06-16,0
27.33091,94.205508,2024-05-28,0
28.754721,96.41914,2024-05-28,0
28.864527,95.64722,2025-05-29,0
27.411579,94.282346,2025-06-01,0
25.774034,90.824559,2024-05-28,0
27.721844,88.734628,2025-05-31,0
26.173414,91.759264,2024-05-28,0
26.57812,91.968664,2024-09-24,0
28.114753,94.404352,2024-05-28,0
28.336579,96.839566,2024-05-28,0
26.057934,92.744386,2009-08-20,0
27.38818,92.095955,2024-05-28,0
25.528079,94.597157,2016-05-22,0
28.736895,94.948115,2025-05-31,0
27.651035,88.350857,2024-05-28,0
27.184337,95.947162,2024-09-17,0
29.132767,94.549456,2007-07-19,0
25.780125,92.800716,2024-05-28,0
29.163431,94.699754,2025-09-13,0
28.931972,96.268231,2024-05-28,0
25.21692,93.256955,2025-06-06,0
29.115468,96.035224,2024-07-02,0
28.472765,93.301603,2024-06-01,0
25.883033,90.049783,2024-07-07,0
26.777234,91.908352,2014-09-23,0
28.628646,95.443174,2008-06-19,0
28.248015,95.271603,2018-05-18,0
27.981736,93.74129,2022-11-14,0
25.757751,92.024695,2024-07-02,0
26.49368,93.51559,2024-06-02,0
23.919154,91.499889,2010-06-20,0
25.922898,92.895056,2024-05-28,0
26.521845,94.614608,2024-10-07,0
27.686591,92.614633,2025-05-31,0
24.028671,93.756315,2014-07-01,0
25.787048,94.312207,2025-05-31,0
28.658629,94.000792,2024-05-28,0
24.028236,93.803522,2024-05-28,0
26.542344,94.009885,2020-05-24,0
27.596747,95.056582,2024-05-28,0
26.286315,91.534725,2024-05-28,0
22.909111,93.072425,2018-06-14,0
27.17636,94.701067,2025-06-01,0
28.785426,95.955957,2024-09-28,0
26.938325,92.322014,2024-05-28,0
27.723237,95.935407,2025-05-31,0
26.426151,94.705846,2019-07-10,0
26.656335,91.108782,2025-06-01,0
28.027873,95.676015,2024-05-28,0
26.397696,93.984482,2024-09-28,0
26.604114,93.925524,2025-06-02,0
27.346167,88.613248,2024-07-02,0
26.165689,91.319403,2024-05-28,0
27.825099,94.131145,2025-06-01,0
27.382464,88.046422,2024-05-28,0
25.123555,92.289667,2025-06-01,0
26.712676,92.738909,2025-05-31,0
24.362162,94.141581,2024-05-28,0
26.525261,91.769873,2025-06-01,0
28.695073,95.907312,2024-08-17,0
25.869216,91.228276,2024-05-29,0
25.108235,92.651802,2016-05-22,0
25.217171,92.670754,2009-07-01,0
27.908654,95.910183,2024-07-02,0
24.301313,92.952114,2025-09-13,0
26.777833,93.30629,2025-06-01,0
27.64937,96.131576,2025-05-31,0
26.356718,94.058905,2025-06-15,0
25.360263,90.107888,2024-05-28,0
28.005468,97.369308,2024-07-02,0
27.70331,92.980611,2024-07-05,0
27.919041,95.478985,2025-06-01,0
24.056604,93.572616,2024-08-25,0
26.103633,91.73724,2024-05-28,0
27.647748,95.581231,2024-07-05,0
24.141649,92.509244,2014-06-27,0
28.646445,93.588527,2022-05-14,0
28.870159,95.022801,2024-06-30,0
23.918167,91.965551,2023-08-06,0
23.559231,93.313549,2025-06-01,0
25.645723,94.707945,2020-06-02,0
26.022596,91.323316,2025-06-01,0
25.598828,90.268319,2024-05-28,0
27.561771,91.843147,2025-05-30,0
25.349104,92.760262,2018-08-02,0
25.2769,91.495523,2009-07-17,0
26.644704,92.39525,2025-05-31,0
26.770362,91.291805,2019-10-26,0
23.410085,91.314252,2017-06-03,0
22.870401,92.794377,2024-07-02,0
25.835534,92.19757,2021-04-28,0
27.489583,92.713873,2018-06-06,0
25.668253,91.744305,2024-07-02,0
27.238042,88.05178,2024-07-02,0
25.626514,92.171535,2025-06-01,0
26.371462,90.8185,2024-07-01,0
25.896498,90.60611,2016-05-22,0
25.908406,93.295566,2023-08-09,0
26.741152,93.004422,2024-08-28,0
23.75973,93.033552,2014-09-20,0
25.56092,89.87447,2025-05-31,0
27.916786,94.972366,2013-08-16,0
28.373903,96.07675,2020-06-02,0
29.331086,95.789933,2024-07-19,0
26.984377,95.118812,2024-05-28,0
28.037417,97.220095,2022-06-09,0
28.56031,95.877619,2014-06-24,0
23.387518,93.159902,2025-06-01,0
25.383522,91.67626,2025-06-11,0
28.267105,96.363589,2024-05-28,0
27.826475,93.752058,2016-04-23,0
27.833999,93.464267,2022-05-14,0
27.133137,88.127064,2025-05-30,0
23.167747,92.435357,2024-09-28,0
25.057635,94.714382,2025-06-01,0
24.516722,94.292028,2025-06-02,0
26.344713,91.962719,2024-05-28,0
22.696244,92.681322,2024-05-28,0
25.286018,92.403231,2018-06-12,0
28.10207,93.473747,2011-06-26,0
26.242687,94.583396,2024-06-18,0
26.534195,92.073023,2024-05-28,0
25.399668,92.20616,2022-04-04,0
27.952295,95.215214,2023-06-09,0
26.255378,90.714745,2024-07-02,0
23.900852,91.790121,2025-06-01,0
25.236691,93.491347,2024-05-28,0
27.537457,92.173828,2025-06-02,0
27.670706,95.474557,2025-05-31,0
26.23785,94.015693,2024-07-01,0
26.914148,94.892454,2020-05-26,0
24.572073,93.658112,2025-06-01,0
27.161605,92.949275,2024-05-28,0
27.787506,93.857877,2024-09-20,0
27.513283,88.469917,2025-05-31,0
26.788709,92.220857,2024-05-28,0
27.430867,93.328598,2025-06-01,0
27.519744,92.68558,2024-08-21,0
28.956854,94.33376,2024-05-28,0
26.452392,90.203716,2025-05-31,0
27.168902,94.290594,2007-08-18,0
27.604614,92.033643,2024-06-28,0
27.379163,95.783479,2016-05-22,0
27.706697,92.564018,2007-07-19,0
22.525086,92.906837,2024-05-28,0
27.691842,93.143429,2018-06-22,0
27.449016,94.109742,2024-09-12,0
23.823023,93.013204,2022-07-23,0
28.730945,94.075397,2023-09-27,0
28.260649,96.042602,2024-05-28,0
26.138059,92.414382,2024-08-25,0
25.357867,91.120802,2023-07-23,0
26.471509,91.31998,2024-05-28,0
28.163883,94.701066,2024-09-24,0
27.996637,93.073631,2024-05-29,0
27.468853,94.491258,2023-09-23,0
26.260404,94.871508,2016-05-22,0
24.122934,94.092704,2024-08-18,0
25.137906,93.424709,2024-07-02,0
28.046748,96.946296,2024-05-28,0
25.63992,90.647749,2025-05-29,0
26.339688,93.895296,2022-05-14,0
26.29802,90.232276,2024-05-28,0
27.683641,88.61981,2014-06-27,0
24.736609,92.983934,2024-09-24,0
25.668054,93.744305,2025-06-11,0
28.576133,95.198055,2024-07-02,0
24.459158,94.105375,2018-06-14,0
25.572275,94.864766,2025-07-08,0
27.453158,92.768046,2007-07-25,0
24.736906,93.794624,2024-05-28,0
26.347339,92.420407,2021-06-18,0
28.808734,94.217624,2024-09-28,0
28.016024,93.208954,2024-07-17,0
25.204038,92.306059,2023-07-06,0
25.722044,93.471407,2024-05-28,0
27.230276,94.687007,2020-05-26,0
25.212007,92.984218,2018-08-24,0
28.070681,93.310053,2024-05-28,0
27.626744,88.196702,2016-05-18,0
27.640096,92.427317,2016-05-17,0
25.314153,93.968979,2007-09-09,0
25.735481,91.311577,2025-05-31,0
23.657941,91.874567,2022-09-25,0
28.321009,94.442709,2007-07-19,0
27.257273,95.63429,2025-06-06,0
22.462831,92.640154,2025-05-31,0
27.014054,95.842341,2025-05-31,0
23.85726,91.803282,2024-05-28,0
28.961608,96.503874,2024-07-02,0
24.525227,92.99646,2016-07-16,0
26.640866,91.583809,2024-09-24,0
24.080276,93.187617,2024-10-21,0
29.191139,96.068685,2024-05-28,0
27.271115,94.109934,2024-05-28,0
24.54159,93.706335,2022-05-14,0
25.609706,93.963904,2024-05-28,0
25.58387,91.83908,2024-08-28,0
25.855776,91.773015,2024-05-28,0
22.494521,92.672392,2009-05-09,0
26.791299,91.433343,2024-05-28,0
29.080798,94.395899,2024-09-24,0
25.239071,92.826271,2024-06-15,0
27.276736,93.489799,2025-05-31,0
23.080604,93.093195,2025-06-01,0
27.232816,92.774769,2020-05-26,0
27.483403,93.426235,2025-01-02,0
25.314088,89.992042,2024-07-02,0
24.608969,92.46047,2024-05-28,0
22.009792,92.935514,2024-09-12,0
26.452456,92.194806,2024-05-28,0
28.220707,94.798291,2023-08-13,0
24.213393,92.713664,2025-05-24,0
26.639848,91.967506,2018-07-11,0
26.267093,95.040132,2024-05-28,0
28.352317,93.52443,2024-07-02,0
24.974719,93.262834,2016-04-22,0
26.453341,91.213901,2024-10-07,0
27.509497,96.555298,2024-06-01,0
27.613908,96.374076,2022-11-18,0
26.451423,91.772611,2025-05-31,0
23.443688,91.920458,2024-05-28,0
27.579879,95.766143,2024-05-28,0
26.527976,89.916234,2020-05-24,0
25.404552,94.596506,2017-06-13,0
29.001386,95.02908,2025-07-07,0
27.079513,92.578938,2024-10-07,0
27.772098,91.800252,2025-06-01,0
22.280988,92.713346,2017-06-13,0
23.358116,91.389493,2025-07-07,0
29.286876,96.140114,2020-06-26,0
26.302969,91.395394,2024-05-28,0
27.240908,92.755563,2016-05-17,0
23.323625,92.584675,2012-06-22,0
26.153231,92.375695,2023-08-08,0
26.571313,91.623557,2025-05-31,0
26.073,91.911757,2025-05-31,0
27.849792,94.410539,2024-05-28,0
27.145446,88.165349,2025-05-30,0
23.496783,92.790994,2024-08-13,0
28.223555,95.773169,2025-06-01,0
26.122069,91.439186,2007-09-15,0
25.693737,91.452225,2024-07-17,0
24.168507,92.452307,2024-05-28,0
28.11599,94.181783,2024-07-06,0
28.500396,94.737815,2025-06-01,0
24.411818,92.446134,2025-06-02,0
26.654207,91.473987,2024-05-28,0
25.985229,94.883738,2024-09-12,0
25.650226,92.573481,2025-05-30,0
26.292051,93.317643,2024-10-22,0
24.94593,93.15524,2024-08-13,0
25.492632,90.506124,2016-05-22,0
25.729303,90.12352,2025-09-13,0
26.751581,90.389053,2018-08-31,0
28.967929,95.493437,2007-06-16,0
24.450454,92.989135,2025-05-31,0
26.643328,90.911848,2016-07-17,0
25.150182,93.855415,2007-09-08,0
23.770747,91.832555,2025-06-01,0
27.316179,94.333589,2026-06-28,0
26.089996,92.352445,2016-05-18,0
24.454597,92.974489,2024-07-02,0
23.230945,93.09381,2024-05-28,0
28.481438,94.165234,2024-07-29,0
29.105042,95.954264,2013-08-17,0
28.779287,94.92409,2025-07-08,0
29.114401,96.067061,2024-05-28,0
26.742603,94.816288,2024-05-28,0
28.087405,96.898872,2025-05-31,0
24.775269,93.645945,2022-05-14,0
27.506193,94.184622,2024-09-28,0
26.642976,90.96196,2024-05-28,0
27.507503,95.038851,2014-09-23,0
28.662865,95.626872,2024-05-28,0
26.287722,92.978228,2012-06-22,0
27.506916,94.328035,2024-09-25,0
26.473974,91.395609,2013-08-11,0
24.523659,93.747643,2024-09-28,0
26.777419,91.909388,2025-06-06,0
27.62026,93.489957,2025-06-08,0
27.720959,88.569169,2024-09-24,0
26.164049,91.968699,2025-06-01,0
25.751346,91.453181,2025-05-31,0
28.252241,94.929266,2024-05-28,0
27.644657,93.666315,2025-06-05,0
25.721127,93.376934,2024-05-28,0
24.369403,92.023454,2024-09-28,0
26.01048,94.280227,2025-05-30,0
24.540522,93.645142,2025-05-31,0
26.135349,90.140051,2014-07-08,0
26.822632,94.409418,2010-06-16,0
26.54396,94.206968,2025-06-01,0
28.87585,95.151809,2021-10-19,0
25.546447,94.353017,2007-07-25,0
26.774669,91.953549,2025-06-01,0
28.205583,96.046401,2017-04-05,0
25.953827,90.653008,2024-05-28,0
27.899187,93.223219,2024-05-28,0
25.88375,92.128373,2025-05-30,0
28.457126,94.084312,2024-06-01,0
25.960432,94.576446,2025-06-01,0
23.514735,92.798167,2024-11-28,0
24.159438,92.71875,2011-03-23,0
26.599581,91.449092,2025-05-31,0
27.360617,95.637813,2024-07-02,0
23.335337,92.649156,2025-05-31,0
25.40424,93.849714,2024-05-28,0
26.861234,95.508942,2009-06-04,0
27.349094,94.831364,2016-09-17,0
25.834917,91.516552,2016-07-14,0
26.624546,93.634966,2024-05-28,0
23.855975,91.785049,2025-05-31,0
27.322233,92.850823,2010-04-02,0
24.226678,93.303342,2024-05-28,0
25.501512,89.984306,2022-06-15,0
23.502642,93.292712,2020-05-26,0
28.025154,97.237373,2024-05-28,0
28.376088,95.670715,2024-05-28,0
27.538881,92.185736,2024-07-02,0
27.280942,95.004183,2025-08-01,0
26.096936,90.028037,2025-06-01,0
25.466183,90.594218,2008-08-12,0
28.056343,97.056519,2024-05-28,0
27.425933,93.75367,2016-05-17,0
25.700422,94.977365,2025-06-01,0
27.538323,96.285881,2025-06-14,0
27.760465,94.180167,2024-06-15,0
27.063939,95.794194,2024-09-24,0
25.471369,92.496186,2018-08-23,0
25.356967,90.943667,2025-05-31,0
25.292083,90.793465,2024-05-28,0
25.640203,91.50822,2024-05-28,0
23.415342,92.652455,2025-06-01,0
27.454083,88.675617,2017-06-17,0
28.158378,94.204525,2024-09-28,0
26.082372,94.460148,2014-05-10,0
28.095869,94.481062,2025-09-13,0
22.320763,93.1857,2025-05-31,0
27.117807,93.394969,2016-07-17,0
24.150047,92.796052,2009-07-01,0
24.279476,93.522149,2024-05-28,0
27.21114,95.940218,2024-08-02,0
26.595255,93.009993,2007-07-19,0
25.513501,92.776121,2024-05-28,0
27.870914,93.596471,2025-06-02,0
24.299878,92.323438,2022-07-10,0
27.989199,95.357333,2025-05-31,0
26.528066,93.850339,2024-09-28,0
25.621685,92.809256,2024-07-19,0
27.121865,94.655002,2025-06-01,0
25.680825,91.902939,2024-06-01,0
24.186802,92.098048,2024-05-28,0
25.756677,90.406867,2025-05-31,0
25.006525,92.981545,2022-05-14,0
26.835219,94.958753,2025-06-01,0
26.070991,92.732858,2025-06-01,0
24.719212,93.721817,2022-09-28,0
26.927862,94.653268,2018-05-03,0
29.098874,94.34082,2024-05-28,0
28.035421,93.203222,2024-05-28,0
27.523131,94.528696,2024-05-28,0
26.486618,91.830091,2024-05-28,0
25.311161,91.667702,2024-11-12,0
26.365882,92.794091,2024-08-13,0
27.297049,96.015616,2016-05-22,0
28.789788,95.692506,2022-05-14,0
27.800466,94.878394,2010-06-10,0
24.341859,92.714738,2024-08-21,0
27.04547,95.443638,2024-08-15,0
22.188247,93.128977,2024-05-28,0
25.799322,94.965681,2024-05-28,0
26.480799,90.833967,2025-05-31,0
27.024881,92.800263,2024-05-28,0
27.643161,92.843221,2024-08-13,0
26.46774,92.807891,2024-05-28,0
27.317111,93.784277,2025-07-07,0
24.301081,93.918672,2025-06-01,0
27.621838,96.838979,2024-05-28,0
25.712267,92.006766,2024-09-25,0
25.226868,92.587599,2024-07-02,0
28.027715,97.32232,2009-06-29,0
24.229196,93.953557,2024-07-02,0
25.707687,94.077931,2024-05-28,0
26.726835,91.09518,2025-05-28,0
25.234239,91.373291,2007-09-08,0
28.820021,94.256122,2024-05-28,0
24.740859,92.43471,2025-06-01,0
27.191194,88.219109,2017-06-13,0
26.763305,90.183091,2024-05-28,0
23.473816,92.598468,2017-06-13,0
23.590627,91.766922,2021-09-18,0
26.237056,92.708945,2025-05-31,0
26.399554,90.899229,2016-05-22,0
28.793879,95.940911,2025-05-31,0
26.824168,94.856504,2024-09-24,0
26.126655,90.404893,2018-05-18,0
25.605764,93.925988,2025-05-31,0
22.422946,92.97885,2025-05-31,0
24.596626,92.573348,2024-09-13,0
27.722034,91.772799,2020-05-26,0
26.426497,90.346675,2025-05-30,0
24.093985,94.238749,2025-05-31,0
24.347418,93.31643,2024-05-28,0
24.401684,94.262224,2024-05-25,0
26.957209,94.637742,2017-06-16,0
28.128826,95.998822,2025-11-02,0
28.529312,94.356911,2025-06-01,0
26.505104,93.222219,2016-07-16,0
26.699924,92.198449,2025-05-31,0
27.916416,93.287839,2024-07-02,0
24.472392,93.306221,2024-08-13,0
25.752342,90.332378,2024-07-17,0
28.84325,95.685873,2025-05-30,0
25.837478,93.644924,2024-05-28,0
27.725473,94.389751,2025-06-01,0
28.671226,94.531555,2024-06-07,0
26.925483,94.47454,2024-05-28,0
26.49148,93.730894,2024-06-28,0
27.063714,94.557172,2019-06-27,0
27.38811,92.91926,2025-06-01,0
26.244149,94.720992,2007-07-19,0
24.851677,94.358569,2024-09-12,0
27.659723,92.065052,2025-05-30,0
25.464627,94.581812,2024-05-28,0
26.809623,92.262533,2025-05-31,0
26.176938,90.76229,2024-05-28,0
27.442442,93.500447,2024-07-22,0
28.793599,94.585048,2024-05-28,0
24.977981,92.911003,2025-06-01,0
26.220111,92.062146,2023-10-02,0
27.636647,91.82647,2021-08-27,0
27.532057,91.807331,2024-09-12,0
25.415694,91.359868,2016-05-22,0
27.547693,93.427885,2024-07-02,0
25.348772,94.413658,2025-05-29,0
26.867207,95.537392,2024-05-28,0
26.23569,92.889465,2024-05-28,0
24.834215,92.692175,2025-05-31,0
27.837614,93.053006,2014-06-27,0
27.303666,96.023249,2024-05-28,0
26.588402,93.726796,2024-07-09,0
23.408606,92.86766,2024-05-28,0
23.683138,91.324287,2024-05-28,0
26.643985,90.330418,2016-04-22,0
25.504925,93.972212,2024-05-28,0
26.737876,90.62532,2023-09-12,0
25.710503,94.777701,2012-06-07,0
24.746027,93.060877,2025-06-01,0
25.797314,93.287111,2024-07-02,0
27.766409,96.385226,2025-06-01,0
22.67763,93.079399,2024-09-28,0
25.02119,93.102779,2025-06-01,0
27.711644,94.587697,2025-05-31,0
23.936004,92.210905,2025-06-01,0
25.65794,93.407053,2025-05-31,0
26.00513,93.572171,2024-05-28,0
28.021178,96.770578,2018-06-14,0
24.991582,93.091056,2025-06-05,0
26.217036,93.395119,2024-07-23,0
26.160091,91.035148,2024-06-12,0
25.098561,93.699153,2025-06-01,0
26.136157,90.360342,2010-06-03,0
27.707424,96.77159,2024-05-28,0
25.915488,94.818488,2024-09-12,0
25.222539,93.174638,2025-05-31,0
27.498601,96.59387,2022-04-04,0
23.921119,93.075645,2024-05-28,0
26.120862,92.582527,2025-05-31,0
28.852166,94.069207,2024-08-18,0
28.281316,94.472832,2024-05-28,0
25.877744,93.336762,2024-05-28,0
23.092824,91.764197,2024-05-28,0
23.502472,92.455396,2024-09-26,0
26.024056,92.03921,2025-06-02,0
25.756429,90.648957,2024-07-02,0
25.015275,93.667713,2024-08-13,0
25.087668,92.814374,2024-05-28,0
24.30179,92.98525,2020-06-02,0
26.249954,92.623788,2022-05-15,0
24.223323,93.86331,2025-06-01,0
27.864055,95.977751,2025-06-05,0
25.958423,90.905176,2024-08-24,0
28.096184,96.253795,2024-08-06,0
22.085975,92.618173,2022-06-17,0
28.402553,95.863448,2024-05-28,0
27.60878,94.772236,2017-07-04,0
23.587798,91.594863,2024-05-28,0
25.569762,93.33179,2025-05-30,0
25.41485,91.672354,2024-05-28,0
26.182798,91.431576,2020-05-26,0
26.001638,94.704077,2024-05-28,0
26.735359,94.81519,2024-07-09,0
28.29714,94.305301,2024-07-09,0
23.51677,91.492242,2013-09-01,0
26.742926,93.059551,2025-05-30,0
28.358939,94.229254,2024-09-12,0
25.525622,92.027235,2024-05-28,0
28.651814,93.459649,2024-10-28,0
24.797066,93.730856,2024-05-28,0
26.132873,92.41922,2025-09-13,0
28.361263,96.300812,2024-05-28,0
24.674793,92.552594,2025-05-30,0
25.96859,90.865374,2024-06-17,0
26.528916,92.498109,2022-05-15,0
27.634254,95.126611,2024-05-28,0
24.025025,92.75139,2024-05-28,0
26.943419,94.072164,2016-07-17,0
25.901951,94.614537,2012-07-17,0
26.271564,93.437972,2025-05-31,0
27.793321,96.685985,2024-09-24,0
27.593212,92.77059,2025-07-29,0
25.398316,90.525954,2018-06-22,0
29.214675,96.270801,2025-05-31,0
28.642926,94.484727,2024-05-28,0
24.486059,94.309247,2025-05-31,0
28.233953,93.380169,2025-06-06,0
