latitude,longitude,historical_landslide,state
24.269066,93.032338,0,Manipur
24.060628,92.352384,0,Mizoram
25.909653,91.602148,0,Meghalaya
28.087888,97.095798,0,Arunachal Pradesh
26.765494,90.362503,0,Assam
25.335187,90.099614,0,Meghalaya
28.255603,96.762621,0,Arunachal Pradesh
27.895897,94.122329,0,Arunachal Pradesh
27.178613,95.812559,0,Arunachal Pradesh
25.911999,94.848749,0,Nagaland
26.56704,92.04742,0,Assam
25.758141,92.957588,0,Assam
25.478233,91.682817,0,Meghalaya
26.668243,94.902391,0,Nagaland
27.472989,95.26488,0,Assam
28.062432,93.145169,0,Arunachal Pradesh
27.173475,92.380049,0,Arunachal Pradesh
28.047296,93.951005,0,Arunachal Pradesh
27.781577,88.605512,0,Sikkim
24.148461,92.314778,0,Tripura
23.846456,93.117127,0,Mizoram
27.534105,96.374007,0,Arunachal Pradesh
27.969406,92.893818,0,Arunachal Pradesh
28.128904,93.675733,0,Arunachal Pradesh
24.357447,93.140099,0,Manipur
26.475314,90.893566,0,Assam
29.110645,94.399175,0,Arunachal Pradesh
27.799074,88.644363,0,Sikkim
26.493927,93.344752,0,Assam
29.080798,94.395899,0,Arunachal Pradesh
25.924706,93.407521,0,Assam
26.828574,91.754077,0,Assam
25.695798,94.928091,0,Nagaland
26.167137,91.650232,0,Assam
22.862997,92.629891,0,Mizoram
27.297049,96.015616,0,Arunachal Pradesh
26.545506,93.198124,0,Assam
27.728701,92.954168,0,Arunachal Pradesh
27.058477,92.242346,0,Arunachal Pradesh
26.75507,95.347244,0,Arunachal Pradesh
28.306459,96.425141,0,Arunachal Pradesh
26.719421,90.368163,0,Assam
25.954946,90.859054,0,Assam
23.209178,92.736803,0,Mizoram
27.363455,94.204793,0,Assam
28.280843,93.700979,0,Arunachal Pradesh
28.150692,93.31066,0,Arunachal Pradesh
26.280767,94.042359,0,Assam
27.712102,94.133321,0,Arunachal Pradesh
26.749028,91.928483,0,Assam
26.660018,92.694171,0,Assam
25.584469,92.144872,0,Meghalaya
26.505709,89.930263,0,Assam
28.418171,94.914224,0,Arunachal Pradesh
26.166975,91.495619,0,Assam
25.450669,91.012201,0,Meghalaya
26.571313,91.623557,0,Assam
24.293503,93.442916,0,Manipur
25.693659,92.851036,0,Assam
25.481633,94.162746,0,Manipur
27.688755,94.851318,0,Assam
23.404997,93.373301,0,Mizoram
27.692874,92.752618,0,Arunachal Pradesh
27.621838,96.838979,0,Arunachal Pradesh
25.771649,89.883588,0,Assam
22.280988,92.713346,0,Mizoram
25.379293,92.465794,0,Meghalaya
25.819688,93.711523,0,Nagaland
26.553934,91.095396,0,Assam
27.27395,93.016627,0,Arunachal Pradesh
27.398763,95.502277,0,Assam
27.781363,95.372071,0,Assam
27.36923,93.442421,0,Arunachal Pradesh
26.604114,93.925524,0,Assam
24.301313,92.952114,0,Mizoram
27.365651,95.269472,0,Assam
27.157852,94.059801,0,Assam
26.140148,90.329751,0,Assam
27.926187,96.789643,0,Arunachal Pradesh
24.797583,94.372963,0,Manipur
28.099073,97.226394,0,Arunachal Pradesh
27.995504,96.986194,0,Arunachal Pradesh
23.870013,92.170917,0,Tripura
23.460785,92.515947,0,Mizoram
26.356472,93.800044,0,Assam
26.741152,93.004422,0,Assam
25.967546,93.409509,0,Assam
28.989327,94.810046,0,Arunachal Pradesh
25.668253,91.744305,0,Meghalaya
25.657179,93.119663,0,Assam
28.345037,96.835331,0,Arunachal Pradesh
23.39112,92.411991,0,Mizoram
23.876191,92.326387,0,Mizoram
28.691101,96.060592,0,Arunachal Pradesh
29.120018,95.09807,0,Arunachal Pradesh
25.721962,91.823477,0,Meghalaya
26.498775,95.041461,0,Nagaland
26.073528,91.921515,0,Assam
25.985348,92.438382,0,Assam
27.236518,92.212015,0,Arunachal Pradesh
26.25014,92.764196,0,Assam
22.814851,92.903836,0,Mizoram
26.328755,89.943222,0,Assam
25.377863,92.837151,0,Assam
27.383379,95.597792,0,Assam
26.292357,95.023315,0,Nagaland
27.727252,91.855912,0,Arunachal Pradesh
25.103645,94.083976,0,Manipur
28.764287,96.187254,0,Arunachal Pradesh
25.998764,94.233555,0,Nagaland
24.557324,94.155921,0,Manipur
27.417833,92.98375,0,Arunachal Pradesh
26.037485,94.343611,0,Nagaland
28.136574,93.012808,0,Arunachal Pradesh
28.59111,95.213667,0,Arunachal Pradesh
27.232907,93.631847,0,Arunachal Pradesh
27.513283,88.469917,0,Sikkim
23.703655,91.793853,0,Tripura
27.001453,93.633096,0,Arunachal Pradesh
28.800489,96.282139,0,Arunachal Pradesh
25.155112,93.897021,0,Manipur
28.824297,95.587083,0,Arunachal Pradesh
28.880628,94.091732,0,Arunachal Pradesh
28.514827,93.680139,0,Arunachal Pradesh
26.145897,94.82121,0,Nagaland
26.48871,90.292845,0,Assam
27.776485,93.202189,0,Arunachal Pradesh
25.956241,91.590767,0,Meghalaya
23.908528,91.389574,0,Tripura
25.682503,92.833097,0,Assam
26.173549,91.903509,0,Assam
25.082694,93.456602,0,Manipur
26.866559,92.706048,0,Assam
29.213892,95.73576,0,Arunachal Pradesh
25.632217,94.044622,0,Nagaland
26.770238,93.108724,0,Assam
29.053438,95.971765,0,Arunachal Pradesh
27.692383,94.293935,0,Arunachal Pradesh
26.589811,91.520629,0,Assam
26.579907,94.280203,0,Assam
25.611587,92.554724,0,Meghalaya
28.007183,94.348622,0,Arunachal Pradesh
26.192194,91.829219,0,Assam
28.321009,94.442709,0,Arunachal Pradesh
28.398918,94.157817,0,Arunachal Pradesh
26.09962,91.577628,0,Assam
28.39697,93.331704,0,Arunachal Pradesh
28.619691,96.173121,0,Arunachal Pradesh
27.601437,93.530803,0,Arunachal Pradesh
25.70896,94.819878,0,Nagaland
24.617842,92.624281,0,Assam
26.912195,94.401847,0,Assam
27.306829,95.514501,0,Assam
26.710719,94.702499,0,Nagaland
25.010942,93.227201,0,Assam
22.984937,91.591428,0,Tripura
25.651245,90.843136,0,Meghalaya
25.58432,91.970932,0,Meghalaya
26.643985,90.330418,0,Assam
27.991445,93.842489,0,Arunachal Pradesh
28.408621,95.678262,0,Arunachal Pradesh
26.274054,92.628078,0,Assam
26.046394,93.5796,0,Assam
26.080035,94.420815,0,Nagaland
27.92808,95.711071,0,Assam
25.697749,91.858494,0,Meghalaya
27.322843,94.204136,0,Assam
25.75276,91.780126,0,Meghalaya
27.890932,93.122904,0,Arunachal Pradesh
26.742926,93.059551,0,Assam
27.727117,88.81121,0,Sikkim
24.611803,94.194159,0,Manipur
27.604661,91.768964,0,Arunachal Pradesh
25.844464,92.812977,0,Assam
26.269208,93.469532,0,Assam
24.536232,92.716993,0,Assam
25.523595,92.552109,0,Meghalaya
27.183816,92.131339,0,Arunachal Pradesh
24.866382,93.579376,0,Manipur
28.026465,95.084616,0,Arunachal Pradesh
25.383522,91.076774,0,Meghalaya
26.749912,92.973151,0,Assam
26.54069,93.624195,0,Assam
24.558488,93.530508,0,Manipur
27.253243,95.661931,0,Assam
26.564593,90.808481,0,Assam
25.087668,92.814374,0,Assam
26.796207,94.530993,0,Assam
22.995898,92.615243,0,Mizoram
25.334231,90.969562,0,Meghalaya
29.193728,95.675822,0,Arunachal Pradesh
25.665137,92.763735,0,Assam
25.068036,94.448867,0,Manipur
25.986032,90.596104,0,Assam
27.704279,94.992423,0,Assam
26.051844,94.771152,0,Nagaland
27.594596,95.815465,0,Assam
24.563398,92.24007,0,Assam
24.578855,93.539148,0,Manipur
26.702213,94.69382,0,Nagaland
25.994762,90.65469,0,Assam
29.356734,96.078175,0,Arunachal Pradesh
27.853078,97.062932,0,Arunachal Pradesh
28.175117,94.699845,0,Arunachal Pradesh
27.029318,95.170614,0,Assam
26.285691,92.61352,0,Assam
26.708664,92.261309,0,Assam
24.03394,92.85939,0,Mizoram
27.440966,94.900351,0,Assam
26.938325,92.322014,0,Arunachal Pradesh
23.579408,93.036224,0,Mizoram
26.289515,91.187421,0,Assam
25.592648,93.334387,0,Assam
22.938726,92.494584,0,Mizoram
27.175039,88.099634,0,Sikkim
22.00382,92.999409,0,Mizoram
25.252187,94.122889,0,Manipur
26.666912,94.803601,0,Nagaland
28.412038,94.466441,0,Arunachal Pradesh
26.377118,95.085746,0,Nagaland
26.455643,93.214573,0,Assam
27.802493,93.72405,0,Arunachal Pradesh
28.321197,94.503197,0,Arunachal Pradesh
24.210225,94.201714,0,Manipur
25.774659,92.879466,0,Assam
25.915875,93.595607,0,Assam
25.710888,93.921251,0,Nagaland
24.028236,93.803522,0,Manipur
25.788072,90.925631,0,Meghalaya
24.880649,93.054702,0,Assam
28.220609,93.975056,0,Arunachal Pradesh
27.433639,94.58028,0,Assam
26.522056,92.274283,0,Assam
27.219461,94.666997,0,Assam
27.832728,92.928878,0,Arunachal Pradesh
27.300919,88.612764,0,Sikkim
24.650299,92.291448,0,Assam
26.206372,92.708948,0,Assam
23.86002,91.468804,0,Tripura
22.271465,92.795573,0,Mizoram
24.822308,92.447185,0,Assam
27.514222,96.603956,0,Arunachal Pradesh
25.718353,91.516939,0,Meghalaya
24.064655,92.38448,0,Mizoram
26.183197,89.898754,0,Assam
26.626554,90.869251,0,Assam
26.393051,92.373505,0,Assam
27.754656,92.650201,0,Arunachal Pradesh
28.541755,95.904802,0,Arunachal Pradesh
28.32958,94.191359,0,Arunachal Pradesh
23.732467,92.992887,0,Mizoram
22.390804,92.637681,0,Mizoram
24.74338,94.600688,0,Manipur
25.213681,93.350167,0,Assam
27.213636,95.540462,0,Arunachal Pradesh
25.973358,91.833779,0,Meghalaya
28.15935,94.461635,0,Arunachal Pradesh
25.80429,91.356515,0,Meghalaya
25.343264,91.813847,0,Meghalaya
29.33475,95.818301,0,Arunachal Pradesh
26.683601,91.511596,0,Assam
26.322555,94.072735,0,Assam
26.687039,92.955281,0,Assam
27.921979,95.553165,0,Arunachal Pradesh
26.03803,91.388188,0,Assam
24.862961,92.735112,0,Assam
28.84325,95.685873,0,Arunachal Pradesh
28.301094,95.901495,0,Arunachal Pradesh
27.190313,95.591163,0,Arunachal Pradesh
29.071279,94.597999,0,Arunachal Pradesh
26.177945,93.310551,0,Assam
25.631019,90.917605,0,Meghalaya
25.902042,90.069259,0,Meghalaya
28.854699,94.75195,0,Arunachal Pradesh
27.76785,96.634757,0,Arunachal Pradesh
28.417359,95.96973,0,Arunachal Pradesh
27.899373,96.930587,0,Arunachal Pradesh
28.930443,94.532191,0,Arunachal Pradesh
27.275651,88.846406,0,Sikkim
28.612912,94.020258,0,Arunachal Pradesh
23.936004,92.210905,0,Tripura
26.049366,91.572444,0,Assam
26.057059,94.893405,0,Nagaland
26.558273,93.596554,0,Assam
27.433757,94.799898,0,Assam
28.260707,93.387291,0,Arunachal Pradesh
24.156792,92.032069,0,Tripura
26.457206,94.235696,0,Nagaland
26.914966,92.610118,0,Assam
25.294903,91.484916,0,Meghalaya
25.440023,90.487462,0,Meghalaya
27.601292,88.591777,0,Sikkim
26.014935,91.244165,0,Assam
28.267801,93.216502,0,Arunachal Pradesh
27.315838,96.498947,0,Arunachal Pradesh
27.039105,95.537017,0,Arunachal Pradesh
28.21746,93.908612,0,Arunachal Pradesh
25.097864,92.92471,0,Assam
27.647518,93.539245,0,Arunachal Pradesh
25.971168,90.701766,0,Assam
25.594506,91.613157,0,Meghalaya
27.16047,93.734035,0,Arunachal Pradesh
28.870159,95.022801,0,Arunachal Pradesh
25.63992,90.647749,0,Meghalaya
26.798426,91.930231,0,Assam
27.516322,95.75811,0,Assam
28.466424,95.151998,0,Arunachal Pradesh
22.960928,92.776494,0,Mizoram
28.557816,96.014989,0,Arunachal Pradesh
28.239049,95.842344,0,Arunachal Pradesh
25.37523,90.357681,0,Meghalaya
26.722075,92.760805,0,Assam
26.410757,91.51373,0,Assam
24.5723,93.529338,0,Manipur
27.124265,95.052989,0,Assam
27.040311,94.098068,0,Assam
27.812533,88.200835,0,Sikkim
25.12957,94.054454,0,Manipur
25.452366,90.381262,0,Meghalaya
28.143727,94.378358,0,Arunachal Pradesh
26.924866,92.82085,0,Assam
26.523694,94.097713,0,Assam
28.423546,94.034284,0,Arunachal Pradesh
28.00163,96.469898,0,Arunachal Pradesh
27.063345,94.22169,0,Assam
26.872524,94.792801,0,Assam
27.268901,88.34435,0,Sikkim
23.369323,93.389854,0,Mizoram
27.847102,93.038204,0,Arunachal Pradesh
28.536458,95.91481,0,Arunachal Pradesh
27.681692,95.611221,0,Assam
26.225318,91.858966,0,Assam
27.686591,92.614633,0,Arunachal Pradesh
24.975942,93.967472,0,Manipur
24.482556,93.618546,0,Manipur
23.358116,91.389493,0,Tripura
23.659094,91.804441,0,Tripura
26.378013,94.913067,0,Nagaland
22.3057,93.039128,0,Mizoram
25.076654,94.496369,0,Manipur
26.058836,91.586932,0,Assam
23.09246,92.471925,0,Mizoram
26.683705,94.547529,0,Nagaland
25.877189,90.484623,0,Meghalaya
23.503125,92.678346,0,Mizoram
28.22592,96.537516,0,Arunachal Pradesh
25.234239,91.373291,0,Meghalaya
28.551365,93.857669,0,Arunachal Pradesh
26.385972,91.923227,0,Assam
27.045564,95.554074,0,Arunachal Pradesh
28.250788,94.446681,0,Arunachal Pradesh
27.04207,94.635671,0,Assam
24.486059,94.309247,0,Manipur
27.212541,92.929797,0,Arunachal Pradesh
24.836585,94.369892,0,Manipur
28.351143,95.99196,0,Arunachal Pradesh
23.752969,92.6341,0,Mizoram
23.708628,91.803363,0,Tripura
26.857264,92.687922,0,Assam
24.232416,93.831903,0,Manipur
23.496783,92.790994,0,Mizoram
29.092325,94.32457,0,Arunachal Pradesh
25.360263,90.107888,0,Meghalaya
26.604281,93.278066,0,Assam
26.885819,92.460056,0,Assam
27.22395,92.919286,0,Arunachal Pradesh
22.305585,92.998056,0,Mizoram
28.252892,96.804758,0,Arunachal Pradesh
25.765706,92.552165,0,Assam
27.437675,93.45107,0,Arunachal Pradesh
28.583127,93.657803,0,Arunachal Pradesh
24.834975,92.751252,0,Assam
28.417645,94.606774,0,Arunachal Pradesh
28.980617,94.704353,0,Arunachal Pradesh
24.126914,93.87986,0,Manipur
26.23461,92.52808,0,Assam
25.08194,94.283987,0,Manipur
28.272258,95.04272,0,Arunachal Pradesh
27.137393,95.902995,0,Arunachal Pradesh
28.448757,94.963979,0,Arunachal Pradesh
26.16411,94.991431,0,Nagaland
28.912679,94.258947,0,Arunachal Pradesh
26.61033,90.37508,0,Assam
28.488468,95.353467,0,Arunachal Pradesh
28.799802,95.814645,0,Arunachal Pradesh
26.814061,94.636243,0,Assam
26.053815,95.110771,0,Nagaland
27.781248,93.68451,0,Arunachal Pradesh
24.778799,92.842782,0,Assam
26.128949,92.040547,0,Assam
26.921364,93.799401,0,Assam
26.249954,92.623788,0,Assam
25.0703,92.760936,0,Assam
22.632013,93.060773,0,Mizoram
29.323957,95.755468,0,Arunachal Pradesh
26.614619,93.781469,0,Assam
24.068584,93.090868,0,Mizoram
28.127157,96.579404,0,Arunachal Pradesh
28.44958,95.284442,0,Arunachal Pradesh
27.228818,93.067525,0,Arunachal Pradesh
24.436499,92.329308,0,Assam
23.65328,93.417302,0,Mizoram
25.198946,93.93673,0,Manipur
26.767328,93.040077,0,Assam
27.629329,93.825165,0,Arunachal Pradesh
27.214813,93.517378,0,Arunachal Pradesh
25.954869,92.468084,0,Assam
28.81999,94.379231,0,Arunachal Pradesh
27.428869,95.485942,0,Assam
26.117443,93.215772,0,Assam
25.982596,93.621225,0,Assam
28.740046,95.046742,0,Arunachal Pradesh
25.797464,94.084453,0,Nagaland
28.347505,96.023974,0,Arunachal Pradesh
26.076765,92.348485,0,Assam
24.429993,92.592197,0,Assam
26.578576,92.248658,0,Assam
26.336449,90.885854,0,Assam
24.683183,93.32884,0,Manipur
23.26287,93.198358,0,Mizoram
28.275296,93.714974,0,Arunachal Pradesh
23.921119,93.075645,0,Mizoram
22.174804,92.780094,0,Mizoram
24.989044,93.482431,0,Manipur
26.03014,93.197627,0,Assam
25.781353,92.380785,0,Assam
25.719304,91.742336,0,Meghalaya
28.321873,94.241884,0,Arunachal Pradesh
24.640302,92.557537,0,Assam
25.609989,90.069355,0,Meghalaya
25.361644,92.427535,0,Meghalaya
28.183888,92.913531,0,Arunachal Pradesh
23.248417,93.12953,0,Mizoram
24.689229,94.157249,0,Manipur
28.227703,94.154064,0,Arunachal Pradesh
24.772255,92.869255,0,Assam
25.568356,92.589105,0,Assam
25.716818,93.692256,0,Nagaland
27.360617,95.637813,0,Assam
25.543554,92.53886,0,Meghalaya
26.181677,93.646631,0,Assam
27.355286,88.187371,0,Sikkim
24.073293,94.233109,0,Manipur
27.920247,93.660555,0,Arunachal Pradesh
26.38481,92.275207,0,Assam
28.690545,95.791504,0,Arunachal Pradesh
26.826098,95.296551,0,Arunachal Pradesh
24.727466,92.919842,0,Assam
27.519703,93.549716,0,Arunachal Pradesh
27.183397,95.171231,0,Assam
23.68991,92.497729,0,Mizoram
27.116109,94.165435,0,Assam
26.116251,91.492543,0,Assam
28.374683,94.929102,0,Arunachal Pradesh
27.56802,94.209963,0,Arunachal Pradesh
27.202993,92.210576,0,Arunachal Pradesh
27.186029,93.188059,0,Arunachal Pradesh
25.861079,93.783955,0,Nagaland
26.436563,94.701828,0,Nagaland
28.113005,96.902595,0,Arunachal Pradesh
25.243703,94.031432,0,Manipur
23.683574,92.861271,0,Mizoram
26.350825,91.7269,0,Assam
27.486073,92.879406,0,Arunachal Pradesh
29.140146,95.560442,0,Arunachal Pradesh
28.059711,96.248289,0,Arunachal Pradesh
27.164463,93.416659,0,Arunachal Pradesh
27.640714,95.250458,0,Assam
26.356442,92.343364,0,Assam
28.119372,94.345473,0,Arunachal Pradesh
24.600733,92.492222,0,Assam
26.932908,94.365347,0,Assam
27.691671,93.782652,0,Arunachal Pradesh
22.258108,93.102493,0,Mizoram
26.611126,92.54615,0,Assam
26.279969,90.100129,0,Assam
27.955271,88.521355,0,Sikkim
26.009809,92.508811,0,Assam
24.903117,92.735882,0,Assam
27.126975,92.337255,0,Arunachal Pradesh
24.389242,93.474137,0,Manipur
23.724727,93.169137,0,Mizoram
26.554053,92.443244,0,Assam
25.693737,91.452225,0,Meghalaya
27.36291,92.872489,0,Arunachal Pradesh
26.21351,93.296751,0,Assam
28.064759,88.576708,0,Sikkim
26.680324,92.492071,0,Assam
24.458634,92.241221,0,Assam
26.157182,91.405579,0,Assam
29.188366,96.166086,0,Arunachal Pradesh
26.274168,89.88265,0,Assam
25.608872,94.340725,0,Nagaland
28.635331,94.936094,0,Arunachal Pradesh
26.690945,91.183972,0,Assam
28.328788,93.386048,0,Arunachal Pradesh
23.981428,94.072352,0,Manipur
26.357144,91.426286,0,Assam
26.92236,94.853803,0,Assam
28.604015,94.168129,0,Arunachal Pradesh
26.654875,90.68374,0,Assam
23.990205,93.094128,0,Mizoram
26.689245,93.629961,0,Assam
26.184535,93.989692,0,Assam
26.75307,92.93315,0,Assam
27.996196,93.085517,0,Arunachal Pradesh
24.144548,92.058667,0,Tripura
24.910907,93.281859,0,Manipur
28.017774,96.566417,0,Arunachal Pradesh
